Query Sequence	GO:EggNOG GO Cellular
jg27960.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27960.t1	GO:0044444-cytoplasmic part(L=4)
jg19194.t1	GO:0005737-cytoplasm(L=4)
jg19194.t1	GO:0009579-thylakoid(L=4)
jg19194.t1	GO:0034357-photosynthetic membrane(L=4)
jg19194.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg19194.t1	GO:0044436-thylakoid part(L=4)
jg19194.t1	GO:0044444-cytoplasmic part(L=4)
jg28166.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28241.t1	GO:0005737-cytoplasm(L=4)
jg28241.t1	GO:0005829-cytosol(L=4)
jg28241.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg28241.t1	GO:0044444-cytoplasmic part(L=4)
jg12973.t1	GO:0005694-chromosome(L=4)
jg12973.t1	GO:0005737-cytoplasm(L=4)
jg12973.t1	GO:0009579-thylakoid(L=4)
jg12973.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12973.t1	GO:0044444-cytoplasmic part(L=4)
jg78.t1	GO:0005737-cytoplasm(L=4)
jg78.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg78.t1	GO:0044444-cytoplasmic part(L=4)
jg18354.t1	GO:0005737-cytoplasm(L=4)
jg18354.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg81.t1	GO:0005737-cytoplasm(L=4)
jg81.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36.t1	GO:0005737-cytoplasm(L=4)
jg36.t1	GO:0016021-integral component of membrane(L=4)
jg36.t1	GO:0019866-organelle inner membrane(L=4)
jg36.t1	GO:0031968-organelle outer membrane(L=4)
jg36.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36.t1	GO:0044444-cytoplasmic part(L=4)
jg36.t1	GO:0044455-mitochondrial membrane part(L=4)
jg36.t1	GO:0046930-pore complex(L=4)
jg32532.t1	GO:0005737-cytoplasm(L=4)
jg32532.t1	GO:0005783-endoplasmic reticulum(L=4)
jg32532.t1	GO:0016021-integral component of membrane(L=4)
jg32532.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg32532.t1	GO:0044444-cytoplasmic part(L=4)
jg33.t1	GO:0005737-cytoplasm(L=4)
jg33.t1	GO:0005783-endoplasmic reticulum(L=4)
jg33.t1	GO:0005794-Golgi apparatus(L=4)
jg33.t1	GO:0005829-cytosol(L=4)
jg33.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33.t1	GO:0044444-cytoplasmic part(L=4)
jg37.t1	GO:0005737-cytoplasm(L=4)
jg37.t1	GO:0005829-cytosol(L=4)
jg37.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg37.t1	GO:0044444-cytoplasmic part(L=4)
jg3651.t1	GO:0005737-cytoplasm(L=4)
jg3651.t1	GO:0005794-Golgi apparatus(L=4)
jg3651.t1	GO:0005829-cytosol(L=4)
jg3651.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg3651.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3651.t1	GO:0044444-cytoplasmic part(L=4)
jg3655.t1	GO:0016021-integral component of membrane(L=4)
jg3655.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11595.t1	GO:0005737-cytoplasm(L=4)
jg11595.t1	GO:0005829-cytosol(L=4)
jg11595.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg11595.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11595.t1	GO:0044444-cytoplasmic part(L=4)
jg36497.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13850.t1	GO:0005737-cytoplasm(L=4)
jg13850.t1	GO:0009579-thylakoid(L=4)
jg13850.t1	GO:0016469-proton-transporting two-sector ATPase complex(L=4)
jg13850.t1	GO:0034357-photosynthetic membrane(L=4)
jg13850.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13850.t1	GO:0044436-thylakoid part(L=4)
jg13850.t1	GO:0044444-cytoplasmic part(L=4)
jg13850.t1	GO:0045259-proton-transporting ATP synthase complex(L=4)
jg13850.t1	GO:0045261-proton-transporting ATP synthase complex, catalytic core F(1)(L=4)
jg13122.t1	GO:0005737-cytoplasm(L=4)
jg13122.t1	GO:0005829-cytosol(L=4)
jg13122.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg13122.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13122.t1	GO:0044444-cytoplasmic part(L=4)
jg13313.t1	GO:0005737-cytoplasm(L=4)
jg13313.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13313.t1	GO:0044444-cytoplasmic part(L=4)
jg36618.t1	GO:0016021-integral component of membrane(L=4)
jg36618.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg30159.t1	GO:0005737-cytoplasm(L=4)
jg30159.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg30159.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg30159.t1	GO:0044444-cytoplasmic part(L=4)
jg21248.t1	GO:0005737-cytoplasm(L=4)
jg21248.t1	GO:0009579-thylakoid(L=4)
jg21248.t1	GO:0034357-photosynthetic membrane(L=4)
jg21248.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg21248.t1	GO:0044436-thylakoid part(L=4)
jg21248.t1	GO:0044444-cytoplasmic part(L=4)
jg27341.t1	GO:0005737-cytoplasm(L=4)
jg27341.t1	GO:0005829-cytosol(L=4)
jg27341.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27341.t1	GO:0044444-cytoplasmic part(L=4)
jg36093.t1	GO:0005618-cell wall(L=4)
jg36093.t1	GO:0005737-cytoplasm(L=4)
jg36093.t1	GO:0005783-endoplasmic reticulum(L=4)
jg36093.t1	GO:0016021-integral component of membrane(L=4)
jg36093.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36093.t1	GO:0044444-cytoplasmic part(L=4)
jg24200.t1	GO:0005737-cytoplasm(L=4)
jg24200.t1	GO:0005829-cytosol(L=4)
jg24200.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg24200.t1	GO:0044444-cytoplasmic part(L=4)
jg13839.t1	GO:0005618-cell wall(L=4)
jg13839.t1	GO:0005737-cytoplasm(L=4)
jg13839.t1	GO:0005829-cytosol(L=4)
jg13839.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13839.t1	GO:0044444-cytoplasmic part(L=4)
jg31781.t1	GO:0005737-cytoplasm(L=4)
jg31781.t1	GO:0005762-mitochondrial large ribosomal subunit(L=4)
jg31781.t1	GO:0016021-integral component of membrane(L=4)
jg31781.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg31781.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg31781.t1	GO:0044444-cytoplasmic part(L=4)
jg13240.t1	GO:0016021-integral component of membrane(L=4)
jg13788.t1	GO:0016021-integral component of membrane(L=4)
jg22178.t1	GO:0005737-cytoplasm(L=4)
jg13423.t1	GO:0005737-cytoplasm(L=4)
jg13423.t1	GO:0005794-Golgi apparatus(L=4)
jg13423.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13423.t1	GO:0044444-cytoplasmic part(L=4)
jg26928.t1	GO:0005737-cytoplasm(L=4)
jg26928.t1	GO:0005783-endoplasmic reticulum(L=4)
jg26928.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26928.t1	GO:0044444-cytoplasmic part(L=4)
jg12801.t1	GO:0005737-cytoplasm(L=4)
jg12801.t1	GO:0005794-Golgi apparatus(L=4)
jg12801.t1	GO:0016021-integral component of membrane(L=4)
jg12801.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12801.t1	GO:0044444-cytoplasmic part(L=4)
jg13782.t1	GO:0005737-cytoplasm(L=4)
jg13782.t1	GO:0016021-integral component of membrane(L=4)
jg12671.t1	GO:0005737-cytoplasm(L=4)
jg12671.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12671.t1	GO:0044444-cytoplasmic part(L=4)
jg28117.t1	GO:0005737-cytoplasm(L=4)
jg28117.t1	GO:0005829-cytosol(L=4)
jg28117.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28117.t1	GO:0044444-cytoplasmic part(L=4)
jg13219.t1	GO:0005737-cytoplasm(L=4)
jg13219.t1	GO:0005794-Golgi apparatus(L=4)
jg13219.t1	GO:0016021-integral component of membrane(L=4)
jg13219.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13219.t1	GO:0044444-cytoplasmic part(L=4)
jg6621.t1	GO:0005737-cytoplasm(L=4)
jg6621.t1	GO:0005783-endoplasmic reticulum(L=4)
jg6621.t1	GO:0016021-integral component of membrane(L=4)
jg6621.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6621.t1	GO:0044444-cytoplasmic part(L=4)
jg32751.t1	GO:0005737-cytoplasm(L=4)
jg32751.t1	GO:0009579-thylakoid(L=4)
jg32751.t1	GO:0034357-photosynthetic membrane(L=4)
jg32751.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg32751.t1	GO:0044436-thylakoid part(L=4)
jg32751.t1	GO:0044444-cytoplasmic part(L=4)
jg13214.t1	GO:0005694-chromosome(L=4)
jg13214.t1	GO:0005737-cytoplasm(L=4)
jg13214.t1	GO:0005829-cytosol(L=4)
jg13214.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13214.t1	GO:0044444-cytoplasmic part(L=4)
jg13557.t1	GO:0005737-cytoplasm(L=4)
jg13557.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13557.t1	GO:0044444-cytoplasmic part(L=4)
jg13267.t1	GO:0005737-cytoplasm(L=4)
jg13267.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13758.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg13204.t1	GO:0005737-cytoplasm(L=4)
jg13204.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13204.t1	GO:0044444-cytoplasmic part(L=4)
jg179.t1	GO:0005737-cytoplasm(L=4)
jg179.t1	GO:0005829-cytosol(L=4)
jg179.t1	GO:0044444-cytoplasmic part(L=4)
jg20581.t1	GO:0005737-cytoplasm(L=4)
jg20581.t1	GO:0005794-Golgi apparatus(L=4)
jg20581.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20581.t1	GO:0044444-cytoplasmic part(L=4)
jg13209.t1	GO:0005737-cytoplasm(L=4)
jg13209.t1	GO:0005829-cytosol(L=4)
jg13209.t1	GO:0016021-integral component of membrane(L=4)
jg13209.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg13209.t1	GO:0031968-organelle outer membrane(L=4)
jg13209.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13209.t1	GO:0044444-cytoplasmic part(L=4)
jg13341.t1	GO:0000502-proteasome complex(L=4)
jg13341.t1	GO:0005737-cytoplasm(L=4)
jg13341.t1	GO:0005829-cytosol(L=4)
jg13341.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13341.t1	GO:0044444-cytoplasmic part(L=4)
jg14431.t1	GO:0005618-cell wall(L=4)
jg14431.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36276.t1	GO:0005737-cytoplasm(L=4)
jg36276.t1	GO:0005829-cytosol(L=4)
jg36276.t1	GO:0044444-cytoplasmic part(L=4)
jg29401.t1	GO:0005737-cytoplasm(L=4)
jg29401.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg29401.t1	GO:0044444-cytoplasmic part(L=4)
jg12834.t1	GO:0005694-chromosome(L=4)
jg12834.t1	GO:0005737-cytoplasm(L=4)
jg12834.t1	GO:0044444-cytoplasmic part(L=4)
jg22106.t1	GO:0005737-cytoplasm(L=4)
jg22106.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg22106.t1	GO:0044444-cytoplasmic part(L=4)
jg13376.t1	GO:0005737-cytoplasm(L=4)
jg13376.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13376.t1	GO:0005794-Golgi apparatus(L=4)
jg13376.t1	GO:0005829-cytosol(L=4)
jg13376.t1	GO:0016021-integral component of membrane(L=4)
jg13376.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13376.t1	GO:0044444-cytoplasmic part(L=4)
jg13115.t1	GO:0034708-methyltransferase complex(L=4)
jg13115.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35396.t1	GO:0005737-cytoplasm(L=4)
jg35396.t1	GO:0005829-cytosol(L=4)
jg35396.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35396.t1	GO:0044444-cytoplasmic part(L=4)
jg12888.t1	GO:0005737-cytoplasm(L=4)
jg13890.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13330.t1	GO:0034708-methyltransferase complex(L=4)
jg13330.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5246.t1	GO:0005737-cytoplasm(L=4)
jg5246.t1	GO:0005829-cytosol(L=4)
jg5246.t1	GO:0044444-cytoplasmic part(L=4)
jg13624.t1	GO:0005737-cytoplasm(L=4)
jg13624.t1	GO:0005829-cytosol(L=4)
jg13624.t1	GO:0044444-cytoplasmic part(L=4)
jg14239.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12734.t1	GO:0005737-cytoplasm(L=4)
jg12734.t1	GO:0030117-membrane coat(L=4)
jg12734.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12734.t1	GO:0044444-cytoplasmic part(L=4)
jg13646.t1	GO:0005737-cytoplasm(L=4)
jg13646.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13646.t1	GO:0005794-Golgi apparatus(L=4)
jg13646.t1	GO:0005829-cytosol(L=4)
jg13646.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13646.t1	GO:0044444-cytoplasmic part(L=4)
jg34816.t1	GO:0005737-cytoplasm(L=4)
jg34816.t1	GO:0005794-Golgi apparatus(L=4)
jg34816.t1	GO:0016021-integral component of membrane(L=4)
jg34816.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34816.t1	GO:0044444-cytoplasmic part(L=4)
jg13436.t1	GO:0005618-cell wall(L=4)
jg13436.t1	GO:0005737-cytoplasm(L=4)
jg13436.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13436.t1	GO:0005829-cytosol(L=4)
jg13436.t1	GO:0009579-thylakoid(L=4)
jg13436.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13436.t1	GO:0044444-cytoplasmic part(L=4)
jg17426.t1	GO:0005737-cytoplasm(L=4)
jg17426.t1	GO:0005783-endoplasmic reticulum(L=4)
jg17426.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17426.t1	GO:0044444-cytoplasmic part(L=4)
jg12847.t1	GO:0016021-integral component of membrane(L=4)
jg812.t1	GO:0000502-proteasome complex(L=4)
jg812.t1	GO:0005737-cytoplasm(L=4)
jg812.t1	GO:0005829-cytosol(L=4)
jg812.t1	GO:0005839-proteasome core complex(L=4)
jg812.t1	GO:0019773-proteasome core complex, alpha-subunit complex(L=4)
jg812.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg812.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg812.t1	GO:0044444-cytoplasmic part(L=4)
jg13793.t1	GO:0016021-integral component of membrane(L=4)
jg13123.t1	GO:0005737-cytoplasm(L=4)
jg13123.t1	GO:0005829-cytosol(L=4)
jg13123.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg13123.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13123.t1	GO:0044444-cytoplasmic part(L=4)
jg14394.t1	GO:0005737-cytoplasm(L=4)
jg14394.t1	GO:0016021-integral component of membrane(L=4)
jg14394.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14394.t1	GO:0044444-cytoplasmic part(L=4)
jg18554.t1	GO:0005737-cytoplasm(L=4)
jg18554.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg18554.t1	GO:0044444-cytoplasmic part(L=4)
jg36669.t1	GO:0005737-cytoplasm(L=4)
jg36669.t1	GO:0009579-thylakoid(L=4)
jg36669.t1	GO:0016021-integral component of membrane(L=4)
jg36669.t1	GO:0019866-organelle inner membrane(L=4)
jg36669.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36669.t1	GO:0044444-cytoplasmic part(L=4)
jg13719.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg24303.t1	GO:0005737-cytoplasm(L=4)
jg24303.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg24303.t1	GO:0044444-cytoplasmic part(L=4)
jg12809.t1	GO:0005737-cytoplasm(L=4)
jg12809.t1	GO:0016021-integral component of membrane(L=4)
jg12809.t1	GO:0019866-organelle inner membrane(L=4)
jg12809.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12809.t1	GO:0044444-cytoplasmic part(L=4)
jg13250.t1	GO:0000502-proteasome complex(L=4)
jg13250.t1	GO:0005737-cytoplasm(L=4)
jg13250.t1	GO:0005829-cytosol(L=4)
jg13250.t1	GO:0005839-proteasome core complex(L=4)
jg13250.t1	GO:0019773-proteasome core complex, alpha-subunit complex(L=4)
jg13250.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg13250.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13250.t1	GO:0044444-cytoplasmic part(L=4)
jg13178.t1	GO:0016021-integral component of membrane(L=4)
jg37006.t1	GO:0005737-cytoplasm(L=4)
jg37006.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg37006.t1	GO:0044444-cytoplasmic part(L=4)
jg29020.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11118.t1	GO:0005737-cytoplasm(L=4)
jg11118.t1	GO:0005783-endoplasmic reticulum(L=4)
jg11118.t1	GO:0005794-Golgi apparatus(L=4)
jg11118.t1	GO:0016021-integral component of membrane(L=4)
jg11118.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11118.t1	GO:0044444-cytoplasmic part(L=4)
jg12915.t1	GO:0005618-cell wall(L=4)
jg12915.t1	GO:0005737-cytoplasm(L=4)
jg12915.t1	GO:0005794-Golgi apparatus(L=4)
jg12915.t1	GO:0005829-cytosol(L=4)
jg12915.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12915.t1	GO:0044444-cytoplasmic part(L=4)
jg24279.t1	GO:0005618-cell wall(L=4)
jg16686.t1	GO:0016021-integral component of membrane(L=4)
jg8280.t1	GO:0005737-cytoplasm(L=4)
jg8280.t1	GO:0016021-integral component of membrane(L=4)
jg8280.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8280.t1	GO:0044444-cytoplasmic part(L=4)
jg12804.t1	GO:0005618-cell wall(L=4)
jg12804.t1	GO:0005635-nuclear envelope(L=4)
jg12804.t1	GO:0005737-cytoplasm(L=4)
jg12804.t1	GO:0005783-endoplasmic reticulum(L=4)
jg12804.t1	GO:0005829-cytosol(L=4)
jg12804.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg12804.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12804.t1	GO:0044444-cytoplasmic part(L=4)
jg13695.t1	GO:0005737-cytoplasm(L=4)
jg13695.t1	GO:0005829-cytosol(L=4)
jg13695.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13695.t1	GO:0044444-cytoplasmic part(L=4)
jg37297.t1	GO:0005737-cytoplasm(L=4)
jg37297.t1	GO:0005829-cytosol(L=4)
jg37297.t1	GO:0016021-integral component of membrane(L=4)
jg37297.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg37297.t1	GO:0044444-cytoplasmic part(L=4)
jg13819.t1	GO:0005737-cytoplasm(L=4)
jg13819.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13819.t1	GO:0044444-cytoplasmic part(L=4)
jg13300.t1	GO:0005737-cytoplasm(L=4)
jg13300.t1	GO:0005794-Golgi apparatus(L=4)
jg13300.t1	GO:0009579-thylakoid(L=4)
jg13300.t1	GO:0016021-integral component of membrane(L=4)
jg13300.t1	GO:0034357-photosynthetic membrane(L=4)
jg13300.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13300.t1	GO:0044436-thylakoid part(L=4)
jg13300.t1	GO:0044444-cytoplasmic part(L=4)
jg12887.t1	GO:0016021-integral component of membrane(L=4)
jg13292.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1655.t1	GO:0005618-cell wall(L=4)
jg1655.t1	GO:0005737-cytoplasm(L=4)
jg1655.t1	GO:0005829-cytosol(L=4)
jg1655.t1	GO:0019031-viral envelope(L=4)
jg1655.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg1655.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1655.t1	GO:0044444-cytoplasmic part(L=4)
jg13333.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg13333.t1	GO:0005737-cytoplasm(L=4)
jg13333.t1	GO:0005829-cytosol(L=4)
jg13333.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13333.t1	GO:0044444-cytoplasmic part(L=4)
jg13406.t1	GO:0016021-integral component of membrane(L=4)
jg13391.t1	GO:0005737-cytoplasm(L=4)
jg13391.t1	GO:0005829-cytosol(L=4)
jg13391.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg13391.t1	GO:0044444-cytoplasmic part(L=4)
jg12840.t1	GO:0005737-cytoplasm(L=4)
jg12840.t1	GO:0005794-Golgi apparatus(L=4)
jg12840.t1	GO:0016021-integral component of membrane(L=4)
jg12840.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12840.t1	GO:0044444-cytoplasmic part(L=4)
jg14365.t1	GO:0005737-cytoplasm(L=4)
jg14365.t1	GO:0016021-integral component of membrane(L=4)
jg14365.t1	GO:0030288-outer membrane-bounded periplasmic space(L=4)
jg14365.t1	GO:0030313-cell envelope(L=4)
jg14365.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14365.t1	GO:0044444-cytoplasmic part(L=4)
jg13243.t1	GO:0016021-integral component of membrane(L=4)
jg4084.t1	GO:0005737-cytoplasm(L=4)
jg4084.t1	GO:0005829-cytosol(L=4)
jg4084.t1	GO:0044444-cytoplasmic part(L=4)
jg13543.t1	GO:0005618-cell wall(L=4)
jg13543.t1	GO:0005737-cytoplasm(L=4)
jg13543.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13543.t1	GO:0005794-Golgi apparatus(L=4)
jg13543.t1	GO:0005829-cytosol(L=4)
jg13543.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13543.t1	GO:0044444-cytoplasmic part(L=4)
jg35293.t1	GO:0005737-cytoplasm(L=4)
jg35293.t1	GO:0005794-Golgi apparatus(L=4)
jg35293.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35293.t1	GO:0044444-cytoplasmic part(L=4)
jg27100.t1	GO:0005737-cytoplasm(L=4)
jg27100.t1	GO:0005829-cytosol(L=4)
jg27100.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27100.t1	GO:0044444-cytoplasmic part(L=4)
jg34549.t1	GO:0005737-cytoplasm(L=4)
jg34549.t1	GO:0005829-cytosol(L=4)
jg34549.t1	GO:0044444-cytoplasmic part(L=4)
jg13351.t1	GO:0005737-cytoplasm(L=4)
jg13351.t1	GO:0005794-Golgi apparatus(L=4)
jg13351.t1	GO:0005829-cytosol(L=4)
jg13351.t1	GO:0030117-membrane coat(L=4)
jg13351.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13351.t1	GO:0044444-cytoplasmic part(L=4)
jg13310.t1	GO:0005737-cytoplasm(L=4)
jg13310.t1	GO:0019866-organelle inner membrane(L=4)
jg13310.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13310.t1	GO:0044444-cytoplasmic part(L=4)
jg13310.t1	GO:0044455-mitochondrial membrane part(L=4)
jg313.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13767.t1	GO:0005737-cytoplasm(L=4)
jg13767.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13767.t1	GO:0005794-Golgi apparatus(L=4)
jg13767.t1	GO:0016021-integral component of membrane(L=4)
jg13767.t1	GO:0031301-integral component of organelle membrane(L=4)
jg13767.t1	GO:0031501-mannosyltransferase complex(L=4)
jg13767.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13767.t1	GO:0044444-cytoplasmic part(L=4)
jg11821.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13797.t1	GO:0016021-integral component of membrane(L=4)
jg10179.t1	GO:0005635-nuclear envelope(L=4)
jg10179.t1	GO:0005737-cytoplasm(L=4)
jg10179.t1	GO:0005783-endoplasmic reticulum(L=4)
jg10179.t1	GO:0005829-cytosol(L=4)
jg10179.t1	GO:0005887-integral component of plasma membrane(L=4)
jg10179.t1	GO:0016021-integral component of membrane(L=4)
jg10179.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg10179.t1	GO:0044444-cytoplasmic part(L=4)
jg13560.t1	GO:0005737-cytoplasm(L=4)
jg13560.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13560.t1	GO:0044444-cytoplasmic part(L=4)
jg10272.t1	GO:0005737-cytoplasm(L=4)
jg10272.t1	GO:0005829-cytosol(L=4)
jg10272.t1	GO:0019866-organelle inner membrane(L=4)
jg10272.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg10272.t1	GO:0044444-cytoplasmic part(L=4)
jg13415.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg21930.t1	GO:0016021-integral component of membrane(L=4)
jg13344.t1	GO:0005694-chromosome(L=4)
jg13344.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4682.t1	GO:0009279-cell outer membrane(L=4)
jg4682.t1	GO:0030313-cell envelope(L=4)
jg4682.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12815.t1	GO:0016021-integral component of membrane(L=4)
jg13223.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13705.t1	GO:0005737-cytoplasm(L=4)
